0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
0.5 1.0 1.0
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
1.4275 0.3031 0.4263
