0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
0.0 0.01 1.0
9.26535896605e-05 0.01 1.0
0.031502440738 0.01 1.0
0.0628811406143 0.01 1.0
0.0941977880565 0.01 1.0
