"parallel_domain","Pressure","Velocity:0","Velocity:1","Velocity:2","TurbEner","Dissip","TurbVisc","total_pressure","Points:0","Points:1","Points:2"
1,-6.56493,0.604186,1.03702,-6.16125,0.183486,56.1362,6.60754e-05,101318,-0.0293011,-0.0361162,-0.04
1,-6.84073,0.266099,0.815861,-6.10077,0.238311,90.7195,6.26723e-05,101318,-0.0230785,-0.043078,-0.04
1,-6.64747,0.292344,0.52213,-6.70175,0.19667,60.0622,6.76635e-05,101318,-0.0308056,-0.0484452,-0.04
1.84702,-5.87086,-1.5384,-1.12219,-11.4936,11.1679,30912.9,0.000366385,101319,-0.039116,0.0138229,-0.04
1.98779,-5.50634,-2.17985,-1.07672,-12.5289,13.1153,36797.3,0.000417601,101319,-0.0389021,0.0160536,-0.04
2,-5.01849,-2.21526,-1.09149,-12.4393,13.0007,36473.1,0.00041399,101320,-0.0392839,0.0163302,-0.04
2,-1.47895,0.392243,-0.152328,-6.71227,0.276874,86.2738,0.000116614,101324,-0.0396163,0.0383521,-0.04
2,-1.49196,0.395917,-0.15558,-6.72142,0.276276,85.9993,0.000116666,101324,-0.0395213,0.0382606,-0.04
2,-1.49186,0.392897,-0.153276,-6.71778,0.276215,86.076,0.000116334,101324,-0.0395288,0.0384445,-0.04
2,-22.5124,-3.88522,-0.673638,-20.598,61.6825,261185,0.00152579,101302,-0.0286947,0.0220564,-0.04
2,-22.7603,-3.37825,-0.752859,-20.4089,77.5226,392651,0.00175924,101302,-0.028013,0.0229776,-0.04
2,-16.1564,-2.62037,-0.467037,-17.4575,49.5895,193371,0.00126902,101309,-0.0304525,0.024062,-0.04
2,-1.78078,0.110666,-0.0788623,-6.35867,0.312522,91.111,0.000116326,101323,-0.0447657,0.0439806,-0.04
2,-2.1019,0.0699523,-0.157377,-6.46947,0.298113,85.7846,0.000114708,101323,-0.0426527,0.0475666,-0.04
2,-1.48156,-0.00692127,-0.0541047,-5.92732,0.340546,113.295,0.000106457,101324,-0.0485716,0.0482984,-0.04
2,-1.67867,-0.0217684,-0.0991417,-6.01674,0.33075,108.902,0.000106205,101323,-0.0471548,0.05,-0.04
3,-0.895038,-0.313102,0.105476,-6.62442,0.649422,390.768,9.56394e-05,101324,0.0124553,0.0404257,-0.04
3,-0.469752,-0.0739502,0.0438247,-7.04421,0.356957,228.371,6.10197e-05,101325,0.0206504,0.0412952,-0.04
3,-0.647482,-0.116673,0.0552426,-6.99724,0.301877,181.316,5.83699e-05,101324,0.0207111,0.0443329,-0.04
3,-0.992767,-0.266302,0.0941302,-6.7564,0.401326,223.718,7.31541e-05,101324,0.0167703,0.0462742,-0.04
1,-6.51392,0.332774,0.802811,-5.40435,0.321256,163.883,6.26404e-05,101318,-0.0184971,-0.0380119,-0.04
1,-6.64649,0.565325,0.443805,-3.83769,0.714547,551.394,8.80334e-05,101318,-0.0138147,-0.0318529,-0.04
1,-5.71753,0.562905,0.674983,-4.25962,0.7249,614.61,8.24625e-05,101319,-0.014817,-0.0313553,-0.04
4,-1.71304,-0.364935,-0.206238,-6.62297,0.228441,74.8189,7.62978e-05,101323,0.0373977,-0.0298217,-0.04
4,-1.33745,-0.24634,-0.127506,-6.81746,0.192944,65.1965,5.82053e-05,101324,0.0485265,-0.0219731,-0.04
4,-1.62947,-0.403078,-0.220932,-6.4906,0.26088,105.375,7.72137e-05,101323,0.0371254,-0.0284605,-0.04
4,-1.25737,-0.303671,-0.151959,-6.63406,0.237016,105.005,6.06744e-05,101324,0.0473804,-0.020793,-0.04
1,-7.08244,0.273165,0.659133,-6.21927,0.34888,79.8101,0.000175217,101318,-0.05,-0.0312578,-0.04
1,-7.09932,0.278181,0.670128,-6.2293,0.346116,78.2087,0.00017486,101318,-0.049798,-0.0309303,-0.04
1,-7.09861,0.27449,0.670944,-6.2102,0.348297,78.5821,0.000176109,101318,-0.05,-0.0308036,-0.04
1,-6.21691,0.637289,1.60583,-4.84842,0.237433,110.895,4.72421e-05,101319,-0.0225011,-0.0304161,-0.04
1,-6.18516,0.655975,1.63753,-4.80182,0.236748,111.418,4.66257e-05,101319,-0.022624,-0.0299435,-0.04
1,-12.8287,0.568052,-0.818158,-11.6453,4.23315,12481.9,0.000166974,101312,-0.0390106,-0.0146206,-0.04
1,-12.6878,0.57021,-0.94046,-11.8439,4.35859,12830.4,0.000171625,101312,-0.039691,-0.0139523,-0.04
1,-12.5766,0.602055,-0.900198,-11.6327,4.30973,12741.1,0.000170984,101312,-0.0397584,-0.0144369,-0.04
1,-14.5742,-0.296964,-1.55035,-15.1149,6.20475,19628.7,0.000214926,101310,-0.0387143,-0.013284,-0.04
1,-8.77099,1.17205,0.881353,-6.05418,0.397925,267.451,9.68656e-05,101316,-0.0393489,-0.0235829,-0.04
1,-9.76594,1.03232,0.910237,-6.63013,0.590556,844.523,9.41875e-05,101315,-0.0375398,-0.0231439,-0.04
1,-14.519,0.611165,1.408,-7.5854,1.52695,2545.96,0.000132326,101310,-0.0303835,-0.0192574,-0.04
1,-26.2615,-2.40553,0.279652,-14.4195,6.66998,27081.3,0.000200711,101299,-0.0308121,-0.0144928,-0.04
1,-25.1504,-5.06905,-4.3921,-29.4135,19.7905,85908.8,0.000491992,101300,-0.0342873,-0.00842676,-0.04
1,-21.9265,-3.72051,-4.02546,-27.7407,17.2788,70240.7,0.000438808,101303,-0.0351431,-0.00932481,-0.04
1,-26.5256,-4.07789,-2.64867,-24.9578,12.2983,45070.2,0.000348284,101298,-0.0332442,-0.0100395,-0.04
4,-0.119721,-0.108276,-0.260361,-6.44534,0.202863,71.5969,5.96163e-05,101325,0.05,-0.0132746,-0.04
4,0.0778339,-0.0900154,-0.306335,-6.38791,0.208356,73.3046,6.15146e-05,101325,0.05,-0.0108327,-0.04
4,0.0178258,-0.118486,-0.309361,-6.16636,0.584986,291.465,0.000126578,101325,0.0467107,-0.0114714,-0.04
2.758,-0.910446,-0.423129,-0.0687031,-6.54713,0.316506,174.379,5.05164e-05,101324,0.00935866,0.0473154,-0.04
2.70653,-0.893315,-0.430369,-0.149923,-6.57581,0.15133,63.7419,3.0269e-05,101324,0.00908416,0.05,-0.04
2.6654,-0.951722,-0.457014,-0.14103,-6.54245,0.200359,83.6307,3.78446e-05,101324,0.00800532,0.0492687,-0.04
2.37166,-1.939,-0.923946,-0.0566093,-4.80255,0.476642,141.4,0.000255746,101323,-0.00206516,0.0300312,-0.04
2.34103,-2.08965,-0.980961,-0.0274527,-4.59783,0.491063,140.449,0.000283341,101323,-0.00296903,0.0283227,-0.04
2.35746,-2.08407,-0.982267,-0.0261586,-4.60025,0.491765,140.731,0.000283114,101323,-0.0027547,0.0282545,-0.04
3.63822,-0.0164954,-0.113185,-0.282604,-6.18958,0.520885,202.015,0.00012426,101325,0.041434,-0.00521078,-0.04
3.61876,0.0326429,-0.109179,-0.283145,-6.17203,0.600363,261.087,0.000134179,101325,0.0407494,-0.0049376,-0.04
3.663,-0.0409094,-0.126247,-0.285787,-6.08916,0.693262,305.448,0.000153438,101325,0.0403283,-0.00592456,-0.04
2,-2.23315,-0.564979,-0.438925,-5.86534,0.403318,186.769,7.08772e-05,101323,-0.00749736,0.0408368,-0.04
2,-2.2528,-0.495238,-0.429985,-6.07022,0.41055,204.98,6.87017e-05,101323,-0.00761096,0.0415344,-0.04
2,-3.42187,-0.269216,-0.644134,-5.84323,0.997236,745.712,0.000112908,101322,-0.0149361,0.0381244,-0.04
2,-2.8305,-0.991336,-0.651391,-4.03455,0.724722,388.118,0.000117448,101322,-0.0113187,0.0328903,-0.04
2,-7.24427,-0.509547,-1.74261,-6.21331,3.81502,7244.28,0.000243773,101318,-0.0199064,0.0301076,-0.04
2,-7.08464,-0.484915,-1.71594,-6.24891,3.6698,6952.65,0.000235313,101318,-0.0197457,0.0305382,-0.04
2,-7.23588,-0.491129,-1.77097,-6.25995,3.77245,7200.4,0.000239295,101318,-0.0200447,0.0301365,-0.04
1.18042,-8.93473,-2.44967,0.766177,-4.68247,4.77716,694.045,0.00436485,101316,-0.0212196,-0.00170915,-0.04
1.19363,-9.58413,-2.39559,0.57047,-4.91185,6.25137,8953.15,0.00426518,101315,-0.0219893,-0.00153849,-0.04
1.17745,-10.8952,-2.75323,0.812096,-4.8952,4.88271,2456.15,0.00392886,101314,-0.0216919,-0.00212754,-0.04
2,-33.4166,-6.55195,0.51019,-11.2312,21.2723,61389.2,0.00143507,101292,-0.0266589,0.0150763,-0.04
2,-33.5118,-6.65711,0.508254,-11.6094,21.5799,62201.6,0.00143639,101291,-0.0271132,0.0148818,-0.04
1.98357,-33.5004,-6.58732,0.551218,-11.1534,21.2436,61311.3,0.00148152,101292,-0.0268135,0.0145772,-0.04
3,0.230623,-0.0467416,-0.0098513,-6.84706,0.187632,64.2956,5.72559e-05,101325,0.05,0.0209803,-0.04
3,0.236319,-0.0459148,-0.00985855,-6.84416,0.188392,64.428,5.77109e-05,101325,0.05,0.0210526,-0.04
3,0.225959,-0.0471893,-0.0100901,-6.85011,0.18753,64.1762,5.73582e-05,101325,0.0499386,0.0210456,-0.04
4,-2.2651,-0.920528,0.865825,-6.05912,0.268409,81.1513,9.35936e-05,101323,0.0206945,-0.0384796,-0.04
4,-2.31023,-0.458754,1.07125,-5.49132,0.374792,177.584,9.70917e-05,101323,0.0137454,-0.0405883,-0.04
4,-2.22158,-1.00279,0.662764,-6.41764,0.26971,76.5112,0.00010419,101323,0.0220511,-0.0401927,-0.04
4,-0.34975,0.195895,0.158351,-4.91868,0.923497,363.799,0.000227094,101325,0.0305023,-0.00814252,-0.04
4,-0.822872,0.312683,0.36358,-5.57978,0.477815,176.952,0.000167186,101324,0.0241565,-0.0109665,-0.04
4,-1.33717,-0.300943,-0.155309,-4.83328,1.17723,771.408,0.00019295,101324,0.0306292,-0.0156418,-0.04
1,-7.92031,1.16581,1.48728,-5.26553,0.221305,86.025,5.80301e-05,101317,-0.0297476,-0.0278444,-0.04
1,-8.68102,1.23182,1.13617,-5.61241,0.290561,125.917,8.5204e-05,101316,-0.0369707,-0.0251076,-0.04
1,-7.8006,0.957137,1.01746,-5.95756,0.252504,98.7399,8.23819e-05,101317,-0.0348488,-0.0300048,-0.04
1,-6.79158,0.724882,1.10001,-6.04228,0.191361,59.6856,6.72285e-05,101318,-0.0298199,-0.0348972,-0.04
3,-0.0416696,-0.101042,-0.105532,-7.13895,0.404121,95.7522,0.00019751,101325,0.038363,0.05,-0.04
3,-0.0781635,-0.0986521,-0.110391,-7.1565,0.393986,93.3272,0.000192063,101325,0.0374586,0.05,-0.04
3,-0.0772107,-0.0997352,-0.110165,-7.1627,0.391905,92.7949,0.000191146,101325,0.037489,0.0497583,-0.04
3.66541,-2.27232,-0.0234298,0.274159,-6.85007,0.470555,28.142,0.00225514,101323,0.0127555,-0.00336437,-0.04
3,-1.26784,-0.456968,0.409185,-5.30965,1.04795,712.136,0.000158552,101324,0.00971974,0.0306976,-0.04
3,-1.27104,-0.481755,0.392456,-5.54895,1.32849,1165.24,0.000171266,101324,0.0101046,0.0306717,-0.04
3,-1.22337,-0.455007,0.381936,-5.45048,1.22783,1015.37,0.000166981,101324,0.0100002,0.0309854,-0.04
1,-10.8928,0.56212,0.921677,-8.15557,1.08235,2183.49,7.68568e-05,101314,-0.0294153,-0.0228412,-0.04
1,-6.19125,0.659092,1.63886,-4.79941,0.236927,111.482,4.66655e-05,101319,-0.0226409,-0.0299149,-0.04
1,-21.5438,-3.33766,-1.92726,-14.3321,8.88874,24003.3,0.000361071,101303,-0.0300137,-0.00412162,-0.04
3,-0.236212,-0.246852,0.0644192,-6.27168,1.19024,961.57,0.000144003,101325,0.0222926,0.0273217,-0.04
3,-0.378351,-0.337485,0.0421006,-6.92735,1.48104,1425.98,0.000152375,101325,0.0214052,0.0298553,-0.04
3,-1.0724,-0.291836,0.423631,-5.86944,0.736863,540.074,0.000147704,101324,0.0160121,0.022986,-0.04
1.24974,-9.21193,-2.39342,0.887805,-4.56012,4.90888,754.021,0.0043219,101316,-0.0215311,-0.000947982,-0.04
1.60924,-15.7578,-2.17402,0.119807,-8.23576,5.62432,6951.67,0.00166914,101309,-0.0285826,0.00499338,-0.04
4,-2.33466,-0.418715,1.09787,-5.4312,0.382493,184.457,9.6884e-05,101323,0.0131601,-0.0406135,-0.04
4,-2.36929,-0.428431,1.11915,-5.4082,0.388979,192.268,9.66553e-05,101323,0.0132307,-0.0404763,-0.04
1,-6.18066,0.657134,1.63945,-4.79811,0.237252,111.938,4.66272e-05,101319,-0.0226169,-0.0299253,-0.04
2,-3.01183,-0.206786,-0.294806,-6.60239,0.253622,97.0677,7.08601e-05,101322,-0.0181174,0.05,-0.04
2,-3.45778,-0.0368203,-0.371175,-6.71722,0.267211,100.336,8.11651e-05,101322,-0.0219233,0.0482395,-0.04
2,-2.9964,-0.278401,-0.432696,-6.16222,0.755277,540.709,9.57194e-05,101322,-0.0145336,0.0443938,-0.04
2,-3.49245,-0.120853,-0.585013,-6.08084,1.0111,757.072,0.00011927,101322,-0.017112,0.0397187,-0.04
2,-4.87792,-2.34319,-0.418805,-3.90484,1.9543,319.862,0.0012408,101320,-0.0124064,0.0219043,-0.04
2,-4.83003,-2.31277,-0.423054,-3.93539,1.93174,318.438,0.00122013,101320,-0.0124654,0.0223274,-0.04
2,-5.08857,-2.36489,-0.437755,-4.04091,2.08622,551.667,0.00123771,101320,-0.0127524,0.0217828,-0.04
2,-2.98458,0.117056,-0.255338,-6.87259,0.265983,79.606,0.000104962,101322,-0.0278045,0.05,-0.04
2,-3.33803,0.182758,-0.470145,-6.64714,0.28946,123.373,8.09864e-05,101322,-0.0250092,0.0445638,-0.04
2,-3.35817,-0.0427699,-0.301442,-6.72663,0.272881,99.3818,8.73576e-05,101322,-0.0221732,0.05,-0.04
3,-0.0221461,-0.161412,-0.168067,-7.30449,0.24166,77.7283,9.05987e-05,101325,0.0302133,0.039664,-0.04
3,-0.0893576,-0.154347,-0.155624,-7.29967,0.237435,76.691,8.8897e-05,101325,0.0297774,0.0407883,-0.04
3,-0.0357464,-0.151212,-0.167977,-7.29438,0.242616,82.847,8.8938e-05,101325,0.0298724,0.0398058,-0.04
3,0.222255,-0.0462832,-0.0124288,-6.85704,0.189608,64.354,5.90471e-05,101325,0.05,0.0212568,-0.04
2,-7.37281,-0.489379,-1.79656,-6.26571,4.01634,7917.59,0.000247635,101318,-0.0200234,0.0300306,-0.04
2,-7.31232,-0.56115,-1.76109,-6.19923,3.81236,7245.65,0.000244537,101318,-0.0199183,0.0299523,-0.04
2,-1.50831,0.398102,-0.161193,-6.71919,0.276065,87.1593,0.000115827,101323,-0.0393833,0.0382679,-0.04
3.96014,-2.34483,-0.38913,-0.00559642,-6.65567,0.508623,56.9642,0.0021028,101323,0.00553952,-0.0123923,-0.04
2.46969,-2.96997,-0.593197,-0.324335,-6.78906,0.723162,419.805,0.00268307,101322,-0.00288199,-0.0152129,-0.04
3.99011,-2.76555,-0.803224,-0.0415067,-6.94563,0.875281,688.038,0.000177873,101322,0.00453566,-0.0238283,-0.04
4,-2.55929,-0.606796,-0.0196509,-6.80824,0.700812,387.853,0.00106649,101322,0.0051388,-0.0184486,-0.04
4,-1.49823,-0.452803,-0.161279,-6.26371,0.371332,199.434,8.58283e-05,101324,0.0390405,-0.0224536,-0.04
4,-1.22755,-0.438398,-0.186339,-6.23019,0.357193,186.761,8.0067e-05,101324,0.0391569,-0.0187085,-0.04
3,0.238313,-0.203303,-0.0862925,-6.43458,0.38632,162.242,8.78768e-05,101325,0.0312378,0.0271447,-0.04
3,0.0811073,-0.233684,-0.169219,-6.92615,0.286588,111.102,7.84954e-05,101325,0.0311423,0.0320998,-0.04
3,-0.199354,-0.321098,-0.0216386,-6.96955,1.23672,1073.32,0.000139187,101325,0.0231541,0.0305871,-0.04
4,-1.94311,-0.0690699,-0.0759429,-6.90577,0.325276,86.3079,0.000147536,101323,0.0493803,-0.0301684,-0.04
4,-1.93688,-0.0556646,-0.0764704,-6.90715,0.329052,86.5157,0.000151193,101323,0.05,-0.0303177,-0.04
4,-1.88155,-0.0614882,-0.0841016,-6.89127,0.321827,86.2714,0.000145388,101323,0.05,-0.0296033,-0.04
3,0.103574,-0.0470763,0.0637109,-5.39155,0.728515,373.806,0.000141313,101325,0.0324014,0.0153113,-0.04
3,0.278435,-0.110986,-0.0887576,-6.89757,0.228047,90.5948,5.98746e-05,101325,0.0399543,0.0220404,-0.04
3,0.272511,-0.129879,-0.0701421,-6.64969,0.299427,124.62,7.07528e-05,101325,0.0369087,0.0234659,-0.04
3,0.150548,-0.0884409,0.0382069,-5.56993,0.656607,325.796,0.000128765,101325,0.0312249,0.0190188,-0.04
3,-0.460383,-0.0658792,0.0378511,-7.08004,0.356576,227.593,6.32624e-05,101325,0.0216453,0.0412776,-0.04
3,-0.915115,-0.197448,0.024386,-6.96952,0.193155,70.8091,6.03819e-05,101324,0.0215323,0.05,-0.04
3,-0.993335,-0.226805,0.0236576,-6.86709,0.178766,72.2398,4.98099e-05,101324,0.0187393,0.05,-0.04
3,0.163699,-0.0551274,-0.0344373,-6.65022,0.492556,322.698,8.31346e-05,101325,0.0398435,0.0140181,-0.04
3,-0.0439727,-0.166883,-0.187113,-7.27268,0.293891,137.338,9.2505e-05,101325,0.0298041,0.0393306,-0.04
2.77338,-7.56313,0.666715,-1.02936,-7.94634,5.55395,13013.7,0.000187785,101317,-0.0028536,-0.0382809,-0.04
2.54417,-6.81073,0.452957,-1.09144,-8.51057,4.57964,10252.8,0.000159447,101318,-0.0039276,-0.0345524,-0.04
2.24431,-8.04219,0.557276,-1.09608,-7.48955,5.4526,12897.3,0.000182928,101317,-0.00582288,-0.0382555,-0.04
2,-3.16404,0.399697,-0.581549,-6.57366,0.294893,137.149,8.2788e-05,101322,-0.0286345,0.0398306,-0.04
2,-3.39902,0.289743,-0.542322,-6.51274,0.653781,671.208,9.54613e-05,101322,-0.0264121,0.0401335,-0.04
2,-14.5361,-1.10976,-0.935652,-14.2968,33.8952,124429,0.000943239,101310,-0.0283746,0.027036,-0.04
3.53315,0.120644,-0.0887186,-0.302293,-6.31099,0.450339,173.119,0.000108043,101325,0.043212,-0.00355291,-0.04
2.57771,-1.02527,-0.461045,-0.163391,-6.52952,0.175464,74.2282,3.44923e-05,101324,0.0070842,0.0491002,-0.04
2.64906,-0.986362,-0.456392,-0.135013,-6.54197,0.158117,66.6597,3.07739e-05,101324,0.00799087,0.05,-0.04
3.0146,-0.649506,0.250388,0.36789,-4.97391,0.35106,89.0114,0.000237864,101324,0.0262796,0.00610836,-0.04
3.08821,-0.31021,0.231234,0.264892,-4.93039,0.430972,140.065,0.000183773,101325,0.0301475,0.00368214,-0.04
3,-0.567557,0.255862,0.362444,-4.89107,0.39451,118.922,0.000241082,101324,0.0267194,0.00627114,-0.04
3,0.0222464,-0.169915,-0.165614,-7.25032,0.249376,84.0148,8.90636e-05,101325,0.0302968,0.0386524,-0.04
3,0.102996,-0.149179,-0.128074,-7.22911,0.217904,59.6686,9.39916e-05,101325,0.0377365,0.0319735,-0.04
2,-3.51775,0.328535,-0.741732,-6.43672,0.636588,619.863,9.24203e-05,101321,-0.0268599,0.0390316,-0.04
2,-6.05484,0.754099,-0.866479,-8.2317,9.53059,24389.8,0.000349262,101319,-0.0283731,0.0334144,-0.04
2,-7.25859,-0.263869,-1.64105,-6.71063,5.38448,11787.4,0.000277128,101318,-0.0214567,0.0301889,-0.04
2,-4.85336,-2.28924,-1.06822,-12.5026,13.3196,37406,0.000422646,101320,-0.0391067,0.0167894,-0.04
2,-6.32126,-2.76605,-0.955982,-13.53,19.46,71897.6,0.000532298,101319,-0.0385624,0.0166142,-0.04
2,-4.34836,-2.14019,-0.802159,-12.4518,16.9727,52682.3,0.000490244,101321,-0.0385102,0.0184071,-0.04
1,-13.3926,-2.48839,2.72693,-5.44261,1.40508,1450.2,0.000371809,101312,-0.0239226,-0.0127718,-0.04
1.06037,-12.3134,-2.48872,2.16591,-5.19619,2.34683,1232.97,0.0015339,101313,-0.0232071,-0.00933968,-0.04
1,-13.6869,-2.50913,2.66611,-5.71293,1.4516,1593.89,0.000345326,101311,-0.0242366,-0.0127396,-0.04
2,-1.44816,0.332011,-0.120412,-6.92378,1.87525,6013.39,0.000148503,101324,-0.0393552,0.0376825,-0.04
2,-6.7225,0.847387,-0.85959,-8.77819,12.0723,30883.7,0.000423497,101318,-0.0296214,0.0308934,-0.04
2,-2.16433,0.457675,-0.252481,-6.98205,1.82617,4157.74,0.000157074,101323,-0.0382265,0.0373542,-0.04
2,-1.22762,-0.62443,0.442719,-10.0954,25.5193,92825.9,0.000620008,101324,-0.0365219,0.028001,-0.04
2,-2.17819,-0.520124,-0.422727,-6.0452,0.391169,183.27,6.81932e-05,101323,-0.00711454,0.0415267,-0.04
2,-2.14352,-0.510594,-0.415681,-6.08166,0.362895,161.683,6.53081e-05,101323,-0.00695948,0.041709,-0.04
2,-2.19223,-0.508581,-0.420989,-6.07763,0.378059,177.417,6.60305e-05,101323,-0.00715572,0.0416765,-0.04
2,-1.47723,0.393897,-0.155188,-6.71488,0.27793,86.0345,0.000117814,101324,-0.0397686,0.0381681,-0.04
1,-4.20037,-0.995722,0.846156,-6.30924,1.01442,96.2888,0.00253018,101321,-0.0128357,-0.0110577,-0.04
1,-4.20123,-1.08332,1.09271,-6.15697,1.0653,157.644,0.00189517,101321,-0.0139813,-0.012006,-0.04
1,-3.86445,-0.911288,0.858051,-6.25526,0.934517,111.987,0.00182374,101321,-0.0130539,-0.0123178,-0.04
4,-2.75436,-0.804199,-0.0317254,-6.93686,0.875714,680.883,0.000178232,101322,0.00462245,-0.0237971,-0.04
2,-1.39132,0.131486,0.0163546,-6.04128,0.361776,102.846,0.000140729,101324,-0.0489574,0.0411405,-0.04
4,-1.91676,0.059885,0.541896,-5.85242,0.616403,253.083,0.000197332,101323,0.0134868,-0.0171887,-0.04
4,-1.27654,0.258813,0.528369,-5.53597,0.515154,199.879,0.000157157,101324,0.0194823,-0.0136641,-0.04
1.98248,-13.5505,-3.65396,1.22918,-3.72466,7.73522,1072.84,0.00576644,101311,-0.0194658,0.0107531,-0.04
1.74634,-17.8055,-2.09644,-0.114783,-9.39193,5.97395,8931.36,0.000842311,101307,-0.0309421,0.00724099,-0.04
1.67416,-11.8931,-3.18789,1.09465,-4.02543,6.50997,888.897,0.00522137,101313,-0.0200458,0.00583469,-0.04
4,-0.65955,-0.169985,-0.262878,-5.58995,1.12677,581.431,0.000224928,101324,0.0357224,-0.0126156,-0.04
3.9001,-0.236491,0.126034,0.0562044,-5.21863,0.841004,331.253,0.000205411,101325,0.0330494,-0.00717162,-0.04
1,-11.9093,-2.23344,2.42614,-5.5909,1.34134,1240.29,0.000661583,101313,-0.0220531,-0.0126713,-0.04
4,-0.912155,0.379504,0.394681,-5.52153,0.464733,174.293,0.000160049,101324,0.0227864,-0.0117558,-0.04
1,-8.34583,-0.59361,-1.609,-13.5355,10.1632,31784.2,0.000306818,101317,-0.0382102,-0.0040562,-0.04
1,-21.5169,-3.32312,-1.90246,-14.1771,8.82853,23734.4,0.000360406,101303,-0.0299727,-0.00406531,-0.04
1.2474,-8.99488,1.17366,-1.2854,-7.65121,2.31683,4137.92,0.000138205,101316,-0.0380949,0.00343304,-0.04
4,-2.09572,-0.718375,-0.03791,-6.69652,0.29084,75.1628,0.000134162,101323,0.0307617,-0.0405889,-0.04
4,-2.13212,-0.510024,0.0517897,-7.06993,0.435619,102.555,0.000235935,101323,0.0368486,-0.0488711,-0.04
4,-2.22495,-0.705646,-0.0741512,-6.74625,0.282427,72.2297,0.000133005,101323,0.0315726,-0.038712,-0.04
1,-6.01501,0.28059,1.7247,-4.37883,0.440036,237.892,8.02633e-05,101319,-0.0181798,-0.0235896,-0.04
1,-3.97437,0.31383,0.0226962,-4.72449,0.495542,273.85,0.000130301,101321,-0.0123503,-0.0266639,-0.04
1,-2.79896,-0.0129917,-0.287334,-5.47749,0.453066,176.242,0.000215137,101322,-0.0106594,-0.0215174,-0.04
1,-6.19338,0.133498,2.15284,-4.57946,0.404157,185.438,9.92338e-05,101319,-0.0193841,-0.020438,-0.04
4,-2.77373,-0.808252,-0.0366272,-6.94441,0.883323,708.598,0.000177215,101322,0.00459104,-0.0238451,-0.04
4,-2.82443,-0.802589,-0.0299526,-6.98306,0.941613,855.893,0.000177967,101322,0.00458368,-0.0239107,-0.04
4,-2.77422,-0.809321,-0.0293261,-6.92892,0.891222,698.721,0.000178327,101322,0.00461789,-0.0238598,-0.04
2,-2.75895,0.27036,-0.288292,-6.87203,0.264303,79.3325,0.000112434,101322,-0.0313506,0.0476671,-0.04
2,-1.94527,-1.05817,0.429409,-11.8467,28.8342,99871.6,0.000724369,101323,-0.0354107,0.0264766,-0.04
