"parallel_domain","Pressure","Velocity:0","Velocity:1","Velocity:2","TurbEner","Dissip","TurbVisc","total_pressure","Points:0","Points:1","Points:2"
3,1.64215,-0.128904,0.12203,-6.15377,0.324848,118.568,8.3324e-05,101327,-0.0282537,0.0229016,-0.06
1,1.55562,0.133928,0.0657377,-7.7318,0.217483,49.0079,0.000109519,101327,-0.0419031,-0.0299366,-0.06
1,1.3905,0.157037,0.0623967,-7.63176,0.178799,42.4917,8.17454e-05,101326,-0.03532,-0.0331849,-0.06
1,1.57944,0.136422,0.0402301,-7.4104,0.146944,36.0469,6.24344e-05,101327,-0.032901,-0.0298039,-0.06
1,1.63246,0.124818,0.0599581,-7.68358,0.214005,48.1175,0.000108027,101327,-0.0421583,-0.0285197,-0.06
4,1.86939,-0.130203,-0.12534,-7.71124,0.272906,48.8794,0.000169669,101327,0.0400581,0.0309419,-0.06
4,1.60395,-0.112048,-0.130502,-7.97777,0.390656,80.3969,0.000208861,101327,0.040202,0.0388303,-0.06
2.19922,0.450007,-0.281637,0.0434171,-6.0726,0.49416,13.5143,0.00376855,101325,-0.019896,0.00347052,-0.06
1.71285,-0.00740685,-0.190615,-0.0636804,-6.46829,0.645079,5.66688,0.0128463,101325,-0.012481,-0.00216539,-0.06
2,0.817381,0.0852083,-0.253973,-5.75741,0.395638,25.5435,0.00362506,101326,0.00416725,-0.022186,-0.06
2,1.15087,0.0932951,-0.262892,-5.43646,0.290613,37.0398,0.000533813,101326,0.00420758,-0.027214,-0.06
2,1.11767,0.0978815,-0.263671,-5.46758,0.302284,36.322,0.000760104,101326,0.00480335,-0.0263134,-0.06
3.82041,-0.207047,0.196251,0.0334248,-6.53492,0.600709,5.06576,0.0127683,101325,0.0118145,0.00429003,-0.06
3.29176,-0.282549,0.0346148,0.0534842,-6.6452,0.633925,2.57591,0.0228071,101325,0.00255674,0.00605057,-0.06
3.24355,-0.441151,0.0280864,0.0226664,-6.71434,0.651773,1.81399,0.0268891,101325,0.00170912,0.00337816,-0.06
3.64806,0.0384412,0.128931,0.0980874,-6.46569,0.585157,5.20619,0.010404,101325,0.00880204,0.00990764,-0.06
3,2.04021,0.0262561,-0.0593384,-7.06578,0.133983,53.2791,3.21641e-05,101327,0.0033163,0.0480708,-0.06
3,1.96384,0.0520022,-0.0533943,-6.89671,0.117151,43.573,3.07104e-05,101327,-0.00275048,0.0406842,-0.06
3,1.90688,-0.000741428,0.00960395,-6.60887,0.267374,99.0088,6.88495e-05,101327,0.00271997,0.0387783,-0.06
2,1.57453,-0.0154891,-0.110588,-5.55831,0.319982,109.833,0.000102358,101327,0.0222275,-0.0218311,-0.06
2,1.60962,-0.0372117,-0.0471494,-5.64348,0.348456,126.24,0.000105568,101327,0.0230403,-0.0218758,-0.06
2,1.55982,0.00433868,-0.0925233,-5.57338,0.316137,102.273,0.00011115,101327,0.0225176,-0.0212586,-0.06
2.54089,2.2818,-0.108782,-0.0945561,-6.39725,0.101553,53.9585,1.79694e-05,101327,0.05,-0.00197434,-0.06
2.60891,2.57173,-0.126676,-0.09662,-6.44255,0.101297,53.6024,1.79433e-05,101328,0.05,-0.00138046,-0.06
2,1.40665,-0.0312487,0.139242,-7.57002,0.178499,35.675,9.95752e-05,101326,0.0299861,-0.0357677,-0.06
2,1.76447,-0.126671,0.165301,-8.00752,0.267769,62.4764,0.00012526,101327,0.0401665,-0.0374981,-0.06
2,1.65745,-0.142021,0.170412,-7.04254,0.169662,56.67,5.74436e-05,101327,0.0308887,-0.0288944,-0.06
2,1.49781,-0.0599318,0.123799,-6.85678,0.20066,61.5921,6.96256e-05,101326,0.00414539,-0.0407149,-0.06
2,1.51058,-0.069464,0.128549,-6.89811,0.205431,65.1152,7.03476e-05,101327,0.00369903,-0.0410931,-0.06
2,1.52783,-0.0725658,0.134616,-6.94036,0.190401,57.5199,6.72797e-05,101327,0.00383928,-0.0413325,-0.06
2,1.67198,-0.0494132,0.0175987,-6.96304,0.158695,44.5662,5.83362e-05,101327,0.0146394,-0.03931,-0.06
1,1.36732,0.109407,0.0552814,-7.72729,0.211057,44.9333,0.000109422,101326,-0.0287959,-0.0396696,-0.06
2,1.73563,-0.0873164,0.0745083,-6.93168,0.214121,64.6982,7.21898e-05,101327,0.0151983,-0.0437882,-0.06
2,1.96045,-0.121677,0.102164,-6.78805,0.294728,92.3734,9.57372e-05,101327,0.0169677,-0.0491445,-0.06
2,1.80285,-0.0592672,0.0981613,-6.86072,0.269009,81.9615,9.16782e-05,101327,0.0184098,-0.04714,-0.06
2,1.9093,-0.142921,0.152252,-7.05792,0.196102,64.4424,6.41575e-05,101327,0.00708967,-0.0483609,-0.06
2,2.01566,-0.124155,0.14506,-6.83221,0.253459,82.579,8.03602e-05,101327,0.0110914,-0.05,-0.06
2,1.65376,-0.0748922,0.0438106,-6.2465,0.247442,80.2553,8.29818e-05,101327,0.0264555,-0.0247046,-0.06
2,1.7039,-0.143286,0.156381,-6.93181,0.174678,58.5767,5.78703e-05,101327,0.0301989,-0.0283506,-0.06
2,1.50035,-0.0674988,0.12319,-6.86431,0.204343,63.1688,7.04595e-05,101326,0.00342577,-0.0409229,-0.06
1,1.5267,-0.0113223,-0.0492903,-6.18973,0.486814,151.007,0.000137839,101327,-0.0246444,-0.0257691,-0.06
1,1.61065,0.129395,0.0366183,-7.34863,0.147107,36.3189,6.16322e-05,101327,-0.0325657,-0.0293796,-0.06
1,1.58094,0.105477,0.0171033,-7.07808,0.268031,74.2482,9.13869e-05,101327,-0.0298807,-0.0292499,-0.06
1.28602,0.129632,-0.170514,-0.160265,-6.37815,0.643187,6.61643,0.0100123,101325,-0.0111845,-0.00888066,-0.06
1.14663,0.216934,-0.138871,-0.215094,-6.31703,0.626572,7.21923,0.00860567,101325,-0.00933255,-0.0128684,-0.06
1.66192,-0.11069,-0.170592,-0.0824937,-6.54246,0.676399,4.34445,0.0149554,101325,-0.0110787,-0.00313799,-0.06
1.69701,-0.140086,-0.0492769,-0.174969,-6.55703,0.663002,3.21246,0.017053,101325,-0.00381104,-0.00973309,-0.06
2.51104,-0.309379,0.0569113,-0.120113,-6.64005,0.625803,2.23959,0.0225693,101325,0.00319785,-0.00507224,-0.06
1.67961,-0.171766,-0.025734,-0.200503,-6.53238,0.64168,3.61828,0.0149016,101325,-0.00288664,-0.0108463,-0.06
2,0.126658,0.0707584,-0.247299,-6.28976,0.568877,6.60539,0.00883984,101325,0.00372364,-0.0147636,-0.06
2,1.98295,-0.0185715,0.137877,-7.20027,0.426703,132.613,0.000136412,101327,0.0408045,-0.05,-0.06
1.6537,0.597026,-0.0380709,-0.322903,-5.85121,0.430133,13.6976,0.00304817,101326,-0.00366145,-0.0211184,-0.06
1.84861,0.471326,0.0156558,-0.284451,-6.03113,0.486504,10.3793,0.00552638,101325,0.000218767,-0.0181733,-0.06
1.66146,0.224893,-0.0392956,-0.248316,-6.22827,0.546369,7.86452,0.00998451,101325,-0.0035858,-0.0151039,-0.06
1,1.59013,0.134963,0.0395698,-7.38913,0.148258,36.6192,6.16679e-05,101327,-0.0324503,-0.0298875,-0.06
1,0.308091,-0.168095,-0.221476,-6.24693,0.619388,8.49931,0.00666188,101325,-0.0113121,-0.013423,-0.06
1,0.223233,-0.279597,-0.162579,-6.20211,0.638042,9.78666,0.00650519,101325,-0.0176079,-0.00886352,-0.06
1,2.59321,-0.0495593,0.0754195,-6.95305,0.215298,72.3374,7.25177e-05,101328,-0.05,-0.00162901,-0.06
1,1.63213,-0.0475061,-0.230564,-6.86622,0.258213,132.819,5.67814e-05,101327,-0.05,-0.0480841,-0.06
3,0.800338,-0.215162,0.213956,-5.85191,0.421738,25.9249,0.00226856,101326,-0.0180579,0.0138984,-0.06
3,1.07991,-0.238135,0.235116,-5.63515,0.341563,33.5975,0.000804544,101326,-0.0209671,0.0142131,-0.06
2,2.10008,-0.116405,-0.00084004,-6.893,0.233253,67.232,7.60312e-05,101327,0.0400383,-0.00648235,-0.06
2,1.39182,0.0213515,-0.0137974,-6.45181,0.175654,71.5765,4.67481e-05,101326,0.022566,-0.0314378,-0.06
3,1.85411,-0.00625814,0.0204412,-6.53833,0.28339,104.198,7.34821e-05,101327,0.00266885,0.0378198,-0.06
3,1.87303,0.053055,-0.0463087,-6.82305,0.114748,41.2699,3.12128e-05,101327,-0.00408387,0.0392311,-0.06
3,1.94534,0.0441891,-0.0291263,-6.63126,0.117348,40.7816,3.33619e-05,101327,-0.00468271,0.0379852,-0.06
3,1.89093,-0.0107722,0.0291897,-6.44068,0.284714,103.949,7.45763e-05,101327,0.00236395,0.0371854,-0.06
3,2.12417,0.0509793,-0.195674,-7.88185,0.230715,44.9301,0.000139851,101327,-0.0396728,0.0309568,-0.06
3,2.09748,0.023921,-0.179948,-7.84651,0.233337,49.738,0.000136707,101327,-0.0390603,0.0311133,-0.06
1.62365,-0.119014,-0.18158,-0.081563,-6.53661,0.672469,4.5311,0.014072,101325,-0.0115038,-0.00307687,-0.06
1.58886,-0.0695109,-0.186464,-0.0883829,-6.51171,0.670625,4.77741,0.0135409,101325,-0.0118055,-0.00352378,-0.06
3,1.72966,-0.113501,0.143474,-5.94454,0.103734,31.7451,3.4344e-05,101327,-0.0158715,0.0311883,-0.06
3,1.57945,-0.164719,0.217025,-5.54444,0.10694,28.677,4.22837e-05,101327,-0.0128503,0.0296836,-0.06
3,1.59148,-0.152294,0.204668,-5.5645,0.104885,28.0162,4.2637e-05,101327,-0.0118416,0.0301633,-0.06
3,2.04775,0.150549,-0.0580648,-7.96484,0.261824,59.2738,0.000134651,101327,-0.0380553,0.0406157,-0.06
3,2.05157,0.148422,-0.0718835,-7.98594,0.265607,59.6479,0.000137708,101327,-0.0387275,0.0401965,-0.06
3,1.8968,-0.00962476,0.0174165,-7.46758,0.125395,30.6348,5.84502e-05,101327,-0.0310815,0.0333266,-0.06
3,1.89665,-0.0155221,0.00642062,-7.47501,0.125571,30.2816,5.94268e-05,101327,-0.0315356,0.0327585,-0.06
3,1.47464,-0.109367,0.195969,-5.48722,0.181933,30.5285,0.000171936,101326,-0.00393448,0.0283825,-0.06
3,1.54521,-0.0718777,0.249041,-5.48185,0.273391,69.2565,0.000153218,101327,0.00250624,0.0301009,-0.06
3,1.50564,-0.103274,0.178663,-5.56824,0.185137,34.4159,0.000164821,101326,-0.00378838,0.0290243,-0.06
3.0263,1.5544,-0.0761329,0.250443,-5.49223,0.285787,72.4052,0.00015837,101327,0.00376815,0.0300675,-0.06
3,1.49664,-0.0750015,0.261584,-5.45614,0.294136,67.6819,0.000289239,101326,0.00294368,0.0290069,-0.06
3,1.99223,0.149098,-0.028319,-7.85701,0.286055,67.2103,0.00014254,101327,-0.0367624,0.0439152,-0.06
3,1.57223,0.0523416,-0.0169175,-7.44988,0.295202,88.5205,0.000120023,101327,-0.0374907,0.05,-0.06
3.60147,0.968433,0.0598325,0.241214,-5.91581,0.397292,17.8082,0.00186043,101326,0.00863126,0.0201916,-0.06
3.7832,0.488856,0.139699,0.176151,-6.24306,0.510126,10.9999,0.00526134,101325,0.0106674,0.0144993,-0.06
3.97639,0.710345,0.170516,0.194325,-6.11204,0.467669,15.1825,0.00290215,101326,0.013196,0.015788,-0.06
3,1.84478,-0.0607716,0.0771382,-6.28718,0.119131,44.6975,3.12377e-05,101327,-0.019028,0.0323038,-0.06
3,2.00141,0.00940532,-0.0260545,-6.62404,0.0902353,31.1443,2.60585e-05,101327,-0.0162122,0.035751,-0.06
3,1.89007,-0.0277742,0.0511896,-6.46375,0.113217,43.8405,3.02418e-05,101327,-0.0201088,0.0325727,-0.06
3,1.44022,-0.0529327,-0.107668,-7.29992,0.269571,98.7828,8.65997e-05,101326,-0.0426487,0.05,-0.06
3.28188,1.25031,-0.0254112,0.266903,-5.68652,0.335775,35.6259,0.000925747,101326,0.00536549,0.0247542,-0.06
3,2.09302,0.106639,-0.0106594,-7.36406,0.175523,43.5811,8.53277e-05,101327,-0.0244111,0.0411773,-0.06
3.4356,-0.0415765,0.0751502,0.151207,-6.48657,0.597365,4.80883,0.010631,101325,0.00597022,0.0130336,-0.06
3.96011,1.81154,0.179236,0.0286243,-5.54577,0.269571,65.3451,0.000108159,101327,0.0310297,0.00407856,-0.06
4,1.79311,0.18401,0.0295771,-5.53865,0.272396,65.3737,0.000113117,101327,0.0308508,0.00451375,-0.06
3.97055,1.02705,0.291369,0.0264257,-5.75944,0.340909,23.9579,0.00102884,101326,0.0234136,0.00441749,-0.06
4,1.01344,0.294893,0.0271291,-5.75419,0.342994,23.979,0.0010325,101326,0.0232815,0.00473878,-0.06
3.78082,1.83663,-0.0462339,0.0817457,-5.7136,0.342251,130.57,9.54993e-05,101327,0.0132909,0.0298831,-0.06
3.82602,1.80246,-0.0379575,0.0916109,-5.68694,0.34991,127.341,0.000192384,101327,0.0136379,0.0288122,-0.06
3.84797,1.8456,-0.045976,0.0703357,-5.74155,0.342239,131.582,9.34532e-05,101327,0.0143428,0.0295599,-0.06
2.69252,1.72551,0.156696,-0.0212417,-5.59462,0.335297,75.7212,0.000162516,101327,0.0311906,-0.00444259,-0.06
2.7529,1.69991,0.178655,-0.0228858,-5.4911,0.342071,76.0067,0.000169227,101327,0.0305012,-0.00426412,-0.06
2.7442,1.70014,0.177906,-0.0227987,-5.49555,0.342565,76.224,0.000168924,101327,0.0305213,-0.00434937,-0.06
4,1.3258,0.282184,0.106403,-5.65945,0.459689,60.1448,0.00061001,101326,0.0227087,0.0130842,-0.06
4,1.93564,0.132044,0.0244589,-5.93197,0.882339,204.177,0.000263151,101327,0.0313032,0.0130838,-0.06
4,1.95195,-0.0629717,-0.109656,-7.57501,0.49631,117.603,0.000228657,101327,0.0461032,0.0386801,-0.06
4,1.99132,-0.0990626,-0.115342,-7.55993,0.359683,76.9421,0.000190226,101327,0.043291,0.0328397,-0.06
4,2.11481,-0.050902,-0.0951884,-7.36122,0.529953,130.435,0.000236793,101327,0.05,0.0365121,-0.06
4,1.89379,-0.141618,-0.0943218,-6.58181,0.497236,226.831,0.000102964,101327,0.0241866,0.0302004,-0.06
4,1.81572,-0.145353,-0.072094,-7.09717,0.20676,55.0493,7.4917e-05,101327,0.0308813,0.0292745,-0.06
4,1.67384,-0.146444,-0.117252,-7.57897,0.243064,50.3566,0.000131191,101327,0.0309551,0.0370042,-0.06
3.39243,2.38666,-0.0748069,-0.0367229,-6.7449,0.186539,56.29,5.74745e-05,101327,0.0399002,0.00288608,-0.06
3.37361,2.39913,-0.0765999,-0.0366744,-6.76052,0.179366,53.747,5.54738e-05,101327,0.0400937,0.00274842,-0.06
3.39576,2.38879,-0.072703,-0.0350522,-6.76463,0.180481,53.9172,5.59316e-05,101327,0.040038,0.00304359,-0.06
3,1.17578,-0.234558,0.249001,-5.57395,0.352144,46.5696,0.000732504,101326,-0.0213795,0.0147258,-0.06
3,1.61019,-0.137149,0.114278,-6.05383,0.287862,95.7528,8.66537e-05,101327,-0.0285358,0.0205317,-0.06
3.01867,1.89746,-0.013793,0.0301854,-6.44805,0.293514,106.185,7.8234e-05,101327,0.00325979,0.0371617,-0.06
3.3608,1.9001,-0.0323517,0.0496063,-6.08142,0.505817,202.277,0.000125009,101327,0.00881334,0.0347389,-0.06
3.62893,1.98882,-0.0030899,-0.0187052,-6.45525,0.250702,92.2854,6.87744e-05,101327,0.0130315,0.0357252,-0.06
3.24733,2.01237,0.0113463,-0.0400791,-6.79367,0.230331,81.722,6.12767e-05,101327,0.00792328,0.0391532,-0.06
1,2.74811,-0.0465415,0.0846883,-6.98709,0.247287,79.4949,8.6734e-05,101328,-0.05,-0.00460406,-0.06
2,1.3921,-0.0241302,0.024688,-6.52187,0.217202,52.2164,0.000180121,101326,0.00397541,-0.0375071,-0.06
4,1.91353,-0.0299555,-0.00972443,-6.38119,0.766802,178.676,0.000220244,101327,0.0302988,0.0215037,-0.06
4,1.80097,0.0831619,0.0969864,-5.81962,0.380038,112.523,0.000142458,101327,0.0225334,0.0232961,-0.06
4,1.79714,0.106629,0.110515,-5.68353,0.39746,113.697,0.00016148,101327,0.0217732,0.0222873,-0.06
4,1.91282,-0.025594,-0.00721005,-6.35589,0.77004,178.894,0.00022378,101327,0.0301575,0.0213162,-0.06
3.97756,0.990038,0.295766,0.0257254,-5.76544,0.347482,22.9867,0.00114442,101326,0.022991,0.00444555,-0.06
3.99519,0.988383,0.295537,0.0282111,-5.76687,0.348401,23.0432,0.00113919,101326,0.0228302,0.00474501,-0.06
3.86032,-0.0249522,0.21139,0.0315925,-6.44824,0.584721,6.51581,0.0105815,101325,0.0143556,0.0041133,-0.06
3.97007,-0.0352555,0.209968,0.0470661,-6.45716,0.590444,6.86772,0.010549,101325,0.013355,0.0059775,-0.06
3,1.47718,-0.113819,0.192904,-5.49255,0.172124,28.0884,0.000165692,101326,-0.00472509,0.0284012,-0.06
3,1.47412,-0.112428,0.192694,-5.48793,0.175292,28.3899,0.000171035,101326,-0.00439167,0.0283414,-0.06
3,1.49138,-0.104813,0.18252,-5.53899,0.173295,28.5616,0.000166879,101326,-0.0043719,0.0287065,-0.06
3,1.47078,-0.110287,0.192456,-5.48973,0.177171,29.1766,0.000171456,101326,-0.0043251,0.0283496,-0.06
2.87935,-0.210399,0.0918588,-0.0675123,-6.61157,0.620021,2.7719,0.0206137,101325,0.00536164,-0.00227072,-0.06
2.59376,-0.292168,0.0632217,-0.101381,-6.65566,0.6377,1.93132,0.0240388,101325,0.00347569,-0.00433394,-0.06
2.53122,-0.177319,0.0976064,-0.11249,-6.58938,0.62045,2.64355,0.0196427,101325,0.00603617,-0.00482838,-0.06
2.59492,-0.117992,0.181072,-0.118811,-6.49715,0.607579,4.03906,0.0124416,101325,0.0117452,-0.00460922,-0.06
2,1.7341,-0.129499,0.163303,-8.03724,0.273775,63.6751,0.000128445,101327,0.040367,-0.0379444,-0.06
2.91741,0.712103,0.262693,-0.0639745,-5.9026,0.412695,14.7788,0.00291698,101326,0.0211819,-0.00380687,-0.06
3.53339,2.67719,-0.0397894,0.00296767,-6.72335,0.231,81.0065,7.12574e-05,101328,0.0161208,0.05,-0.06
3.49686,2.08696,0.027452,-0.107828,-7.08518,0.172911,58.1546,4.82526e-05,101327,0.012455,0.0413976,-0.06
4,1.86475,-0.133226,-0.125372,-7.68714,0.277023,50.678,0.000168907,101327,0.0405008,0.0305771,-0.06
4,1.91085,-0.129624,-0.121411,-7.64143,0.268506,49.0096,0.00016319,101327,0.0395894,0.0304545,-0.06
2.62305,0.010335,0.19174,-0.120102,-6.43606,0.596312,5.06094,0.0109005,101325,0.013536,-0.00473377,-0.06
1.61546,-0.0916889,-0.187066,-0.0799774,-6.52161,0.665537,4.75091,0.0136666,101325,-0.0117739,-0.00299328,-0.06
1.67826,-0.113282,-0.179574,-0.0719116,-6.53835,0.673348,4.54117,0.0141643,101325,-0.0114872,-0.00267619,-0.06
3,1.85571,-0.0374522,-0.0183046,-6.78957,0.239338,71.0829,8.66117e-05,101327,-0.0340483,0.0225023,-0.06
4,1.8383,-0.126923,-0.106293,-6.84365,0.407477,170.69,0.000101567,101327,0.0231409,0.0349914,-0.06
4,1.71304,-0.12532,-0.121043,-7.41434,0.255717,67.0109,0.000115313,101327,0.0262428,0.0397068,-0.06
4,1.75788,-0.117215,-0.120249,-7.20938,0.312201,126.137,9.95409e-05,101327,0.0226975,0.040234,-0.06
3.9883,1.26481,0.283751,0.109036,-5.69033,0.472851,57.8671,0.000869703,101326,0.0216103,0.0130993,-0.06
2.77289,1.44787,0.203383,-0.0366344,-5.58807,0.357531,59.5971,0.000720939,101326,0.0281076,-0.00435012,-0.06
2,1.63048,0.0211558,0.00707496,-6.05676,0.433937,128.375,0.000146886,101327,0.0307976,-0.0163395,-0.06
2,1.56439,0.100603,-0.0341664,-5.68522,0.505202,141.211,0.000181662,101327,0.0298115,-0.0131252,-0.06
2,1.59183,0.038979,-0.0522069,-5.63053,0.405481,120.28,0.000141683,101327,0.0258535,-0.0175682,-0.06
4,2.20088,-0.160575,-0.0586568,-7.25672,0.420316,102.304,0.000190766,101327,0.0297612,0.05,-0.06
3.58477,2.57632,-0.062916,0.0143951,-6.79217,0.26472,83.8432,9.47566e-05,101328,0.0187382,0.05,-0.06
4,1.7204,-0.107632,-0.11602,-7.25649,0.274985,81.2221,0.000106653,101327,0.0227654,0.0421047,-0.06
4,2.36013,-0.0843516,-0.0800695,-7.17426,0.304194,67.6177,0.000112992,101327,0.0402259,0.0215847,-0.06
4,2.34529,-0.0892818,-0.0762177,-7.14491,0.304246,67.0671,0.000110515,101327,0.0392446,0.022101,-0.06
4,2.35107,-0.0608564,-0.0667087,-7.03228,0.563695,136.561,0.000173525,101327,0.0391397,0.020347,-0.06
4,1.78202,-0.107161,-0.139646,-7.12743,0.356882,166.598,0.000101748,101327,0.0217824,0.0400761,-0.06
3,1.28699,-0.283896,0.282998,-5.51962,0.273213,31.5281,0.000540075,101326,-0.0204183,0.0174526,-0.06
2.90242,1.86706,0.117418,-0.0265118,-5.79605,0.303704,70.904,0.000141819,101327,0.0327973,-0.00254474,-0.06
2,1.16818,0.157033,-0.37602,-5.42629,0.281037,30.1603,0.000752079,101326,0.0126736,-0.0232015,-0.06
2,0.457481,0.155767,-0.251214,-6.12177,0.536557,10.9578,0.00430529,101325,0.0127247,-0.0152462,-0.06
2,0.401078,0.154102,-0.258391,-6.15592,0.548567,9.51663,0.0045721,101325,0.0114566,-0.0150407,-0.06
3,0.491583,-0.0778897,0.245027,-6.04472,0.453993,10.9429,0.00303989,101325,-0.00325144,0.0199288,-0.06
3,1.39939,-0.108396,0.195529,-5.53185,0.195756,26.794,0.000384256,101326,-0.00421742,0.0277312,-0.06
1,1.0613,0.191413,0.10072,-8.04686,0.23572,53.214,0.0001184,101326,-0.0398201,-0.0391821,-0.06
1,1.64748,0.0685952,-0.0282057,-7.68359,0.373406,91.1255,0.000176372,101327,-0.048418,-0.0345928,-0.06
2,1.84823,-0.129471,0.0562396,-7.00224,0.266275,75.6909,8.94985e-05,101327,0.039241,-0.0151513,-0.06
3.27395,-0.0473166,0.0329988,0.143632,-6.51549,0.612445,4.35972,0.0125788,101325,0.003268,0.0124831,-0.06
1,1.61972,0.12536,0.0594267,-7.68498,0.217575,49.1105,0.000109433,101327,-0.0422748,-0.0286408,-0.06
1,1.48216,-0.269799,-0.122441,-5.36532,0.403347,193.784,9.81772e-05,101326,-0.0314041,-0.00590375,-0.06
1,1.74489,-0.265736,-0.0572574,-5.64601,0.285995,108.451,8.81842e-05,101327,-0.0310968,-0.0121377,-0.06
2,0.853516,0.123656,-0.326835,-5.72737,0.380815,21.6765,0.00358719,101326,0.00927085,-0.020218,-0.06
3,2.09005,0.136349,0.0294746,-7.58473,0.316927,78.6552,0.000150555,101327,-0.0324003,0.05,-0.06
3,2.41037,0.148876,0.0139665,-6.4242,0.140531,63.3482,3.04271e-05,101327,-0.00397649,0.05,-0.06
1,1.17318,0.174314,0.0659924,-7.83253,0.258156,62.9974,0.000120017,101326,-0.037545,-0.0429401,-0.06
1,1.52861,0.0363941,-0.0256334,-6.36015,0.597863,185.95,0.000167335,101327,-0.0235018,-0.027982,-0.06
3,2.20534,0.0412281,-0.156462,-7.25179,0.245857,62.5016,0.000111916,101327,-0.0408678,0.0233529,-0.06
3,1.45441,-0.114807,0.195301,-5.49781,0.178465,27.7353,0.000188491,101326,-0.00451315,0.0281471,-0.06
3,0.807307,-0.237524,0.318329,-5.76979,0.310601,15.8246,0.000978935,101326,-0.0113341,0.0207848,-0.06
3.76353,2.86636,-0.0552109,-0.0365503,-6.91043,0.120135,58.4007,2.32733e-05,101328,0.05,0.0073919,-0.06
3.99944,2.99483,-0.0414683,-0.00572666,-6.96224,0.209866,63.1891,5.57929e-05,101328,0.0418942,0.0123303,-0.06
3.98053,2.97554,-0.042496,-0.00655499,-6.95586,0.209076,62.9181,5.58403e-05,101328,0.0418277,0.0120412,-0.06
3.40485,2.39611,-0.0738622,-0.0332331,-6.76331,0.179375,54.5649,5.49391e-05,101327,0.040434,0.00314454,-0.06
3,0.407651,-0.0666007,0.2382,-6.10127,0.469657,10.1977,0.00375594,101325,-0.00212774,0.0192765,-0.06
3,2.31874,0.204309,0.0511401,-6.99438,0.322063,104.833,0.000118204,101327,-0.0484979,0.0412051,-0.06
1,2.6034,0.178136,-0.0229874,-6.74968,0.245128,85.9224,7.77274e-05,101328,-0.0138858,-0.05,-0.06
2,1.4011,0.0275076,-0.0226016,-6.41734,0.175,71.5227,4.59929e-05,101326,0.0222195,-0.0314543,-0.06
1.00612,0.283677,-0.164642,-0.220953,-6.26223,0.621654,8.24663,0.00683643,101325,-0.0109784,-0.0133569,-0.06
3,1.85053,-0.129625,0.143573,-6.30629,0.125075,49.8042,3.19585e-05,101327,-0.0209483,0.0315798,-0.06
3,1.82071,-0.0620416,0.0641048,-7.27725,0.13109,38.6859,5.4136e-05,101327,-0.0302613,0.0322514,-0.06
3,1.62937,-0.167909,0.170848,-6.12933,0.259826,92.0162,7.0071e-05,101327,-0.0276283,0.0237375,-0.06
3,1.869,-0.009673,0.0184851,-6.54248,0.284696,104.657,7.3765e-05,101327,0.0033293,0.0379278,-0.06
3,2.1183,0.109137,-0.00489979,-6.52724,0.1274,52.41,3.05031e-05,101327,-0.00407462,0.044131,-0.06
3,2.19705,0.0991951,-0.00182647,-6.5934,0.141139,60.777,3.15236e-05,101327,0.000113895,0.05,-0.06
2,1.63651,-0.096436,0.172171,-7.35448,0.2105,53.3472,0.000100278,101327,0.0394249,-0.0272597,-0.06
3.98651,0.649465,0.180864,0.186745,-6.14342,0.480221,14.2421,0.00311359,101326,0.0135225,0.0147036,-0.06
4,0.728943,0.174558,0.18452,-6.11764,0.471909,18.4158,0.00281363,101326,0.0143108,0.0155697,-0.06
2,1.62409,-0.0828694,0.171722,-7.45225,0.220871,51.9918,0.000112352,101327,0.0422152,-0.0266291,-0.06
2,1.62889,-0.0806005,0.168753,-7.46006,0.225321,52.7303,0.000114394,101327,0.0421943,-0.0269194,-0.06
4,4.57414,0.073523,-0.0477442,-6.68074,0.188676,69.8058,5.46727e-05,101330,0.05,0.0161898,-0.06
4,2.3329,-0.0758865,-0.0751648,-7.16257,0.296995,68.818,0.000108986,101327,0.041238,0.0212878,-0.06
4,2.9908,-0.0417067,-0.00602738,-6.96364,0.210539,63.2292,5.61717e-05,101328,0.0418771,0.0123916,-0.06
4,3.00924,-0.0404604,-0.00590822,-6.95977,0.209743,63.2476,5.5789e-05,101328,0.0419526,0.0123626,-0.06
2,1.58549,-0.121964,0.0619822,-7.15243,0.244253,72.49,7.9348e-05,101327,0.0404319,-0.015228,-0.06
1,1.85821,0.066657,0.0194023,-7.19231,0.189885,60.4587,6.56182e-05,101327,-0.0397888,-0.0196354,-0.06
1,1.92982,0.0693935,0.0586416,-7.29143,0.260516,75.7106,9.70296e-05,101327,-0.0441023,-0.0172601,-0.06
1,2.35742,0.0636039,0.0514774,-7.2156,0.327498,96.6436,0.000119089,101327,-0.0499137,-0.0221681,-0.06
1,2.32529,0.0636587,0.0478668,-7.20983,0.31637,93.8657,0.000114588,101327,-0.0491344,-0.0221274,-0.06
2,1.686,-0.0647224,0.0410959,-6.37636,0.382562,143.952,0.000103792,101327,0.0309546,-0.020916,-0.06
3,2.68398,0.0823238,-0.203297,-6.52737,0.175573,67.0724,5.68094e-05,101328,-0.0142114,0.05,-0.06
3,2.6936,0.0828624,-0.205007,-6.51221,0.170644,66.1721,5.39542e-05,101328,-0.0138892,0.0497037,-0.06
1.72335,0.683016,-0.0298146,-0.322986,-5.7783,0.404847,15.0005,0.00248325,101326,-0.0029879,-0.0223616,-0.06
